,Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
4818,31,Male,23544.92,Suburban,Text,Food,Website,1,2024-03-23 20:45:56.912442,0.2417,0.0417
4819,44,Male,34456.6,Rural,Banner,Finance,Website,6,2023-04-25 20:45:56.912442,0.0389,0.0631
4820,35,Female,49263.0,Urban,Text,Travel,Website,9,2024-01-24 20:45:56.912442,0.2791,0.0605
4821,34,Male,58317.62,Rural,Banner,Travel,Social Media,8,2023-10-12 20:45:56.912442,0.3109,0.0359
4822,36,Female,57628.05,Rural,Text,Health,Search Engine,8,2023-10-23 20:45:56.912442,0.1428,0.0742
4823,39,Female,71688.01,Suburban,Banner,Food,Search Engine,3,2023-07-01 20:45:56.912442,0.1123,0.0461
4824,58,Male,118241.39,Urban,Banner,Food,Social Media,6,2023-08-28 20:45:56.912442,0.1696,0.0372
4825,21,Male,84690.68,Rural,Native,Technology,Website,8,2023-11-07 20:45:56.912442,0.1677,0.0274
4826,51,Other,48047.49,Urban,Native,Technology,Social Media,5,2023-05-07 20:45:56.912442,0.0648,0.0182
4827,28,Male,44484.52,Suburban,Native,Travel,Search Engine,4,2023-06-19 20:45:56.912442,0.1919,0.0645
4828,29,Female,33283.29,Urban,Text,Fashion,Website,5,2023-06-13 20:45:56.912442,0.0917,0.0691
4829,32,Male,52711.18,Urban,Native,Finance,Website,5,2023-12-29 20:45:56.912442,0.4227,0.0322
4831,25,Male,42710.7,Urban,Text,Travel,Social Media,8,2023-07-22 20:45:56.912442,0.3286,0.043
4832,32,Female,56418.96,Rural,Banner,Food,Social Media,5,2023-06-04 20:45:56.912442,0.2835,0.0644
4833,26,Female,55572.05,Suburban,Banner,Technology,Social Media,7,2024-04-10 20:45:56.912442,0.211,0.0483
4834,54,Female,65863.11,Rural,Video,Technology,Website,5,2023-07-15 20:45:56.912442,0.1794,0.0669
4835,22,Male,38976.02,Urban,Video,Technology,Social Media,8,2024-04-05 20:45:56.912442,0.3295,0.0397
4836,32,Female,41271.71,Suburban,Native,Food,Social Media,4,2023-12-11 20:45:56.912442,0.2435,0.0341
4837,25,Other,25308.84,Rural,Video,Travel,Search Engine,4,2023-09-07 20:45:56.912442,0.1054,0.0423
4838,53,Male,57063.79,Suburban,Text,Food,Website,4,2023-07-26 20:45:56.912442,0.228,0.0283
4840,41,Other,89452.53,Urban,Video,Finance,Search Engine,4,2024-01-13 20:45:56.912442,0.1986,0.0322
4841,52,Male,80139.22,Urban,Video,Food,Social Media,6,2023-06-15 20:45:56.912442,0.3868,0.0288
4842,56,Male,71489.98,Urban,Text,Health,Website,7,2024-04-17 20:45:56.912442,0.1448,0.0253
4843,37,Male,65024.72,Suburban,Text,Fashion,Website,6,2023-12-05 20:45:56.912442,0.0714,0.0913
4844,60,Male,61453.84,Urban,Video,Travel,Search Engine,6,2024-03-15 20:45:56.912442,0.3991,0.0378
4845,20,Female,50919.62,Urban,Video,Technology,Search Engine,4,2023-07-13 20:45:56.912442,0.1571,0.0401
4846,26,Female,62498.72,Urban,Banner,Travel,Website,7,2023-11-02 20:45:56.912442,0.0518,0.0538
4847,26,Male,84287.16,Suburban,Banner,Food,Website,10,2024-01-19 20:45:56.912442,0.1438,0.0394
4848,38,Male,68096.32,Suburban,Banner,Finance,Social Media,3,2024-02-21 20:45:56.912442,0.2045,0.0686
4850,49,Female,50317.73,Suburban,Video,Food,Social Media,7,2023-12-17 20:45:56.912442,0.1039,0.0374
4851,53,Female,40713.36,Urban,Video,Fashion,Social Media,4,2023-08-07 20:45:56.912442,0.33,0.0398
4852,30,Female,26633.72,Urban,Native,Health,Social Media,4,2024-02-01 20:45:56.912442,0.2222,0.0532
4853,53,Male,5447.54,Urban,Native,Technology,Social Media,3,2023-09-23 20:45:56.912442,0.0874,0.0342
4854,43,Male,66267.43,Rural,Video,Technology,Website,8,2023-05-14 20:45:56.912442,0.1005,0.0329
4855,20,Male,39045.38,Rural,Native,Fashion,Social Media,4,2023-07-16 20:45:56.912442,0.2136,0.0107
4856,24,Other,72575.34,Rural,Text,Travel,Search Engine,7,2024-02-06 20:45:56.912442,0.1107,0.0546
4857,27,Other,58536.4,Suburban,Banner,Travel,Search Engine,4,2024-01-02 20:45:56.912442,0.0423,0.0345
4858,39,Female,41310.34,Urban,Banner,Food,Website,8,2023-10-04 20:45:56.912442,0.2904,0.0275
4859,49,Male,61928.57,Suburban,Video,Health,Social Media,0,2024-01-13 20:45:56.912442,0.0716,0.0545
4860,45,Female,38584.46,Urban,Video,Health,Website,4,2024-02-05 20:45:56.912442,0.2033,0.0502
4861,25,Male,52084.95,Urban,Native,Fashion,Search Engine,4,2023-08-30 20:45:56.912442,0.0909,0.033
4862,36,Male,45215.23,Urban,Native,Finance,Social Media,7,2024-01-23 20:45:56.912442,0.3867,0.0585
4863,25,Female,42131.52,Rural,Text,Health,Search Engine,5,2023-07-22 20:45:56.912442,0.2615,0.0864
4864,58,Female,96072.27,Suburban,Native,Technology,Website,1,2023-07-04 20:45:56.912442,0.177,0.0576
4865,29,Female,30990.35,Suburban,Banner,Fashion,Website,5,2023-06-17 20:45:56.912442,0.1961,0.0661
4866,33,Female,37060.13,Suburban,Banner,Finance,Website,4,2023-09-12 20:45:56.912442,0.1286,0.0172
4867,30,Female,28917.52,Rural,Native,Travel,Search Engine,7,2023-07-20 20:45:56.912442,0.2815,0.0314
4869,33,Male,34378.79,Urban,Native,Food,Search Engine,3,2023-07-05 20:45:56.912442,0.086,0.059
4870,47,Female,69379.5,Suburban,Video,Health,Social Media,8,2024-01-20 20:45:56.912442,0.2806,0.0412
4871,32,Male,88062.6,Suburban,Native,Fashion,Search Engine,9,2023-11-24 20:45:56.912442,0.183,0.0533
4873,31,Other,53677.17,Suburban,Native,Finance,Social Media,3,2023-08-15 20:45:56.912442,0.208,0.0076
4874,24,Male,45208.78,Rural,Banner,Food,Search Engine,2,2023-08-29 20:45:56.912442,0.3125,0.0476
4875,35,Female,39524.07,Urban,Native,Finance,Social Media,6,2024-02-21 20:45:56.912442,0.2415,0.0541
4876,49,Male,26934.14,Suburban,Text,Food,Search Engine,2,2024-03-09 20:45:56.912442,0.2402,0.0503
4877,24,Female,59277.76,Suburban,Text,Travel,Social Media,3,2024-01-30 20:45:56.912442,0.0256,0.051
4878,32,Male,59702.08,Urban,Native,Travel,Website,5,2023-09-10 20:45:56.912442,0.0728,0.0607
4879,35,Male,92122.73,Rural,Banner,Technology,Website,6,2023-11-12 20:45:56.912442,0.1338,0.0342
4881,40,Female,63546.94,Suburban,Native,Fashion,Website,1,2023-10-28 20:45:56.912442,0.0813,0.0439
4882,30,Male,68198.52,Urban,Native,Finance,Social Media,12,2023-11-21 20:45:56.912442,0.2336,0.0534
4883,20,Male,59351.46,Urban,Banner,Fashion,Search Engine,5,2023-10-29 20:45:56.912442,0.1024,0.0579
4885,34,Female,67526.76,Urban,Text,Finance,Search Engine,4,2023-07-28 20:45:56.912442,0.2191,0.051
4886,47,Male,64885.24,Rural,Text,Travel,Search Engine,5,2023-12-01 20:45:56.912442,0.0298,0.0372
4887,42,Male,50812.68,Urban,Native,Fashion,Social Media,7,2023-09-08 20:45:56.912442,0.1263,0.0183
4889,29,Other,64176.77,Suburban,Native,Travel,Website,2,2024-03-17 20:45:56.912442,0.1062,0.0688
4890,41,Other,54171.88,Suburban,Video,Finance,Website,4,2023-05-23 20:45:56.912442,0.0961,0.0383
4891,52,Male,17078.99,Suburban,Banner,Technology,Website,5,2024-01-16 20:45:56.912442,0.0804,0.066
4892,57,Male,25631.01,Rural,Banner,Travel,Search Engine,4,2023-09-18 20:45:56.912442,0.1387,0.0744
4893,38,Male,33691.72,Rural,Banner,Health,Search Engine,2,2023-08-01 20:45:56.912442,0.0672,0.0581
4894,51,Female,44387.21,Rural,Banner,Health,Website,3,2023-11-05 20:45:56.912442,0.1745,0.0609
4896,42,Male,65560.04,Suburban,Video,Finance,Search Engine,7,2024-03-23 20:45:56.912442,0.3893,0.0523
4897,58,Other,64540.14,Urban,Banner,Food,Social Media,4,2023-06-02 20:45:56.912442,0.1612,0.0418
4898,34,Other,22884.97,Urban,Native,Finance,Website,7,2023-08-26 20:45:56.912442,0.0425,0.0742
4899,55,Female,75416.34,Urban,Text,Travel,Social Media,6,2023-06-03 20:45:56.912442,0.1206,0.0457
4900,55,Male,47214.47,Rural,Video,Technology,Search Engine,7,2023-10-29 20:45:56.912442,0.0947,0.0662
4901,44,Male,42245.86,Urban,Text,Travel,Website,9,2024-04-13 20:45:56.912442,0.0828,0.0757
4902,60,Female,21650.06,Suburban,Text,Food,Social Media,4,2023-10-21 20:45:56.912442,0.365,0.0665
4903,30,Male,56800.82,Urban,Text,Fashion,Website,8,2024-03-15 20:45:56.912442,0.1591,0.046
4904,31,Male,32341.66,Suburban,Banner,Finance,Search Engine,3,2023-06-20 20:45:56.912442,0.3139,0.0605
4905,57,Female,11154.03,Urban,Banner,Travel,Search Engine,2,2024-03-07 20:45:56.912442,0.0689,0.0518
4906,40,Male,78210.42,Suburban,Text,Travel,Social Media,4,2023-12-13 20:45:56.912442,0.1777,0.0265
4908,35,Female,56491.46,Rural,Banner,Finance,Social Media,6,2024-02-08 20:45:56.913437,0.1187,0.0802
4909,79,Male,50064.8,Rural,Text,Finance,Website,6,2024-02-01 20:45:56.913437,0.5978,0.0337
4911,54,Female,46774.98,Suburban,Banner,Food,Website,5,2024-03-29 20:45:56.913437,0.1411,0.073
4912,27,Other,42212.24,Urban,Native,Fashion,Social Media,6,2023-12-04 20:45:56.913437,0.4165,0.0636
4913,42,Male,61849.61,Rural,Video,Technology,Social Media,6,2023-08-20 20:45:56.913437,0.2009,0.0373
4914,47,Female,51536.92,Rural,Banner,Technology,Website,4,2024-02-25 20:45:56.913437,0.4626,0.0377
4917,21,Female,40362.98,Rural,Banner,Fashion,Website,5,2024-02-10 20:45:56.913437,0.2037,0.0854
4918,33,Female,57752.32,Suburban,Banner,Finance,Social Media,4,2023-08-11 20:45:56.913437,0.0652,0.0233
4920,44,Female,62896.61,Urban,Text,Food,Social Media,12,2023-05-25 20:45:56.913437,0.1904,0.058
4921,43,Female,40017.95,Urban,Banner,Health,Search Engine,5,2023-10-16 20:45:56.913437,0.3114,0.0573
4922,39,Male,55981.84,Rural,Video,Health,Social Media,4,2024-02-22 20:45:56.913437,0.333,0.0498
4923,38,Male,65222.78,Rural,Banner,Finance,Social Media,2,2023-07-21 20:45:56.913437,0.2761,0.1119
4925,30,Female,89988.79,Rural,Banner,Food,Social Media,9,2023-08-01 20:45:56.913437,0.2819,0.0711
4926,35,Female,57281.5,Rural,Video,Food,Social Media,9,2024-04-14 20:45:56.913437,0.3577,0.0606
4927,46,Female,44811.33,Rural,Text,Finance,Social Media,3,2024-02-04 20:45:56.913437,0.065,0.0519
4928,36,Male,27737.79,Rural,Banner,Food,Search Engine,8,2024-03-09 20:45:56.913437,0.2018,0.04
4929,60,Other,33560.58,Rural,Banner,Technology,Search Engine,2,2024-03-14 20:45:56.913437,0.3307,0.0536
4930,44,Male,73782.15,Urban,Native,Fashion,Search Engine,8,2024-02-10 20:45:56.913437,0.4508,0.0955
4931,35,Female,46121.92,Suburban,Video,Technology,Search Engine,3,2024-04-14 20:45:56.913437,0.1063,0.0407
4932,41,Male,15652.4,Urban,Video,Technology,Website,4,2024-03-16 20:45:56.913437,0.4939,0.0603
4933,59,Male,54044.18,Urban,Text,Technology,Website,5,2024-04-12 20:45:56.913437,0.125,0.0379
4934,18,Female,38341.59,Suburban,Banner,Health,Website,2,2023-04-23 20:45:56.913437,0.0826,0.0411
4935,29,Male,60711.33,Rural,Video,Travel,Website,8,2024-02-07 20:45:56.913437,0.0184,0.0325
4936,29,Other,20107.29,Suburban,Text,Health,Search Engine,3,2023-09-20 20:45:56.913437,0.334,0.0597
4937,24,Male,69731.71,Rural,Text,Technology,Social Media,6,2023-06-12 20:45:56.913437,0.1428,0.043
4938,20,Male,32566.49,Rural,Banner,Food,Search Engine,3,2024-02-22 20:45:56.913437,0.3849,0.0778
4939,43,Male,31244.33,Urban,Banner,Finance,Search Engine,4,2023-08-02 20:45:56.913437,0.4415,0.0745
4940,28,Female,57785.48,Suburban,Native,Travel,Social Media,10,2023-05-08 20:45:56.913437,0.1261,0.0534
4941,44,Male,63350.37,Rural,Video,Health,Website,4,2024-02-08 20:45:56.913437,0.2641,0.0614
4942,28,Female,90726.16,Suburban,Native,Travel,Social Media,3,2024-01-13 20:45:56.913437,0.1194,0.0486
4944,52,Male,8016.26,Rural,Native,Finance,Search Engine,2,2023-10-07 20:45:56.913437,0.2624,0.0403
4945,61,Other,29668.81,Rural,Banner,Technology,Search Engine,9,2023-10-03 20:45:56.913437,0.1014,0.0313
4946,38,Other,90318.39,Urban,Banner,Food,Website,1,2023-07-05 20:45:56.913437,0.2645,0.0277
4947,42,Other,58492.19,Suburban,Video,Finance,Social Media,6,2023-11-20 20:45:56.913437,0.2628,0.0786
4948,61,Male,22700.62,Urban,Native,Travel,Social Media,6,2023-12-27 20:45:56.913437,0.1253,0.025
4949,42,Male,66355.08,Urban,Video,Health,Search Engine,2,2023-12-20 20:45:56.913437,0.1126,0.0811
4950,52,Male,52815.22,Suburban,Video,Health,Website,7,2023-08-03 20:45:56.913437,0.3758,0.0706
4951,45,Female,34014.16,Rural,Text,Finance,Website,1,2023-11-13 20:45:56.913437,0.0595,0.1024
4952,54,Male,44654.21,Rural,Text,Finance,Website,10,2024-01-29 20:45:56.913437,0.3303,0.0574
4953,39,Other,65283.81,Rural,Banner,Travel,Social Media,4,2024-04-13 20:45:56.913437,0.079,0.0575
4954,39,Other,43248.38,Urban,Native,Travel,Website,6,2023-12-22 20:45:56.913437,0.4435,0.0453
4955,44,Male,54861.52,Suburban,Native,Fashion,Search Engine,3,2024-03-05 20:45:56.913437,0.0315,0.0468
4957,21,Male,40518.12,Rural,Banner,Finance,Website,3,2023-07-29 20:45:56.913437,0.0849,0.0596
4958,55,Female,83319.89,Urban,Text,Food,Social Media,5,2024-03-23 20:45:56.913437,0.0629,0.0539
4959,56,Male,81377.62,Suburban,Banner,Technology,Search Engine,6,2024-01-19 20:45:56.913437,0.0923,0.0483
4960,41,Male,53682.76,Rural,Native,Travel,Social Media,5,2023-06-19 20:45:56.913437,0.1236,0.0651
4961,20,Female,59279.07,Suburban,Native,Technology,Search Engine,2,2023-11-16 20:45:56.913437,0.0768,0.0687
4962,53,Other,39150.2,Suburban,Text,Food,Search Engine,3,2023-11-08 20:45:56.913437,0.0625,0.0676
4963,36,Male,79499.42,Rural,Text,Technology,Search Engine,3,2024-01-18 20:45:56.913437,0.6556,0.0336
4965,44,Female,37764.57,Suburban,Text,Finance,Social Media,3,2023-11-22 20:45:56.913437,0.049,0.0514
4966,48,Male,24270.56,Urban,Text,Technology,Website,2,2023-11-16 20:45:56.913437,0.1597,0.0568
4967,48,Male,64346.03,Urban,Video,Food,Website,3,2023-11-07 20:45:56.913437,0.2927,0.0868
4968,30,Female,33586.55,Suburban,Text,Health,Website,2,2023-08-31 20:45:56.913437,0.3126,0.0587
4969,27,Female,33667.83,Rural,Text,Food,Social Media,3,2023-11-12 20:45:56.913437,0.1724,0.0858
4971,57,Male,46861.18,Suburban,Native,Health,Social Media,6,2023-08-25 20:45:56.913437,0.2722,0.0397
4972,38,Male,59407.5,Rural,Video,Finance,Social Media,7,2023-10-13 20:45:56.913437,0.2527,0.0512
4973,58,Female,35869.66,Suburban,Banner,Food,Social Media,2,2023-07-19 20:45:56.913437,0.2286,0.0589
4974,31,Female,58551.94,Urban,Native,Fashion,Search Engine,7,2023-08-11 20:45:56.913437,0.2221,0.0561
4975,60,Female,43049.77,Urban,Native,Finance,Search Engine,5,2023-12-09 20:45:56.913437,0.131,0.0352
4977,37,Male,74662.34,Urban,Video,Technology,Search Engine,5,2023-09-17 20:45:56.913437,0.1348,0.0673
4978,22,Male,52596.62,Suburban,Banner,Finance,Search Engine,6,2024-02-09 20:45:56.913437,0.1948,0.0478
4979,25,Female,31779.82,Urban,Native,Technology,Social Media,4,2023-06-05 20:45:56.913437,0.131,0.0554
4981,25,Male,47985.95,Rural,Text,Fashion,Social Media,11,2023-06-11 20:45:56.913437,0.5023,0.1071
4982,63,Female,52946.98,Urban,Video,Fashion,Website,4,2023-09-21 20:45:56.913437,0.1436,0.0639
4983,26,Female,49468.97,Urban,Text,Travel,Search Engine,6,2024-02-01 20:45:56.913437,0.0837,0.0539
4984,51,Male,47731.4,Suburban,Text,Finance,Website,4,2024-01-02 20:45:56.913437,0.2699,0.0574
4986,71,Female,70734.46,Urban,Banner,Technology,Social Media,6,2023-06-25 20:45:56.913437,0.2175,0.0424
4987,34,Other,74038.54,Urban,Video,Finance,Social Media,5,2023-05-07 20:45:56.913437,0.1078,0.0388
4988,48,Male,55807.52,Urban,Banner,Fashion,Social Media,7,2023-10-22 20:45:56.913437,0.315,0.036
4989,53,Other,67743.62,Suburban,Banner,Travel,Website,3,2024-04-09 20:45:56.913437,0.4309,0.0533
4990,26,Male,23577.94,Urban,Native,Fashion,Search Engine,4,2023-08-08 20:45:56.913437,0.3103,0.0695
4991,41,Male,24725.31,Suburban,Video,Food,Website,2,2024-02-03 20:45:56.913437,0.2124,0.0503
4992,30,Male,43042.36,Rural,Video,Health,Website,4,2023-05-30 20:45:56.913437,0.0364,0.047
4993,24,Male,102625.17,Suburban,Native,Travel,Website,6,2023-08-20 20:45:56.913437,0.2331,0.0637
4995,33,Male,49933.18,Rural,Banner,Technology,Social Media,4,2023-07-03 20:45:56.913437,0.1975,0.0663
4996,46,Female,36475.82,Urban,Native,Travel,Search Engine,3,2023-04-26 20:45:56.913437,0.1731,0.0328
4997,48,Female,45120.43,Rural,Native,Health,Website,5,2023-07-07 20:45:56.913437,0.1621,0.0794
4998,38,Male,66355.63,Rural,Video,Fashion,Social Media,1,2023-10-28 20:45:56.913437,0.3009,0.0547
4999,41,Female,79208.5,Urban,Text,Health,Social Media,8,2023-12-18 20:45:56.913437,0.2827,0.051
5000,39,Female,18640.38,Urban,Text,Finance,Website,3,2023-06-14 20:45:56.913437,0.2267,0.0527
5001,23,Male,47320.33,Rural,Text,Health,Search Engine,8,2024-01-30 20:45:56.913437,0.1588,0.0864
5003,26,Female,81495.02,Suburban,Native,Technology,Search Engine,6,2023-12-02 20:45:56.913437,0.1877,0.0221
5005,47,Male,78077.14,Urban,Video,Travel,Social Media,10,2023-08-27 20:45:56.913437,0.1927,0.0465
5006,72,Female,17324.95,Urban,Banner,Health,Website,5,2024-02-11 20:45:56.913437,0.0993,0.0587
5007,50,Male,50355.15,Rural,Text,Fashion,Search Engine,4,2024-01-18 20:45:56.913437,0.0781,0.0602
5008,30,Female,70335.9,Rural,Native,Food,Social Media,5,2023-08-28 20:45:56.913437,0.1688,0.0585
5009,35,Female,16100.45,Rural,Text,Technology,Website,4,2023-06-18 20:45:56.913437,0.2864,0.0273
5010,52,Female,51514.45,Rural,Banner,Food,Search Engine,5,2023-08-15 20:45:56.913437,0.282,0.0695
5011,25,Female,78838.11,Rural,Banner,Fashion,Social Media,9,2023-12-08 20:45:56.913437,0.5376,0.0518
5012,36,Female,55112.1,Urban,Text,Fashion,Search Engine,3,2023-05-10 20:45:56.913437,0.0889,0.0643
5014,18,Female,44901.97,Suburban,Video,Travel,Search Engine,1,2024-03-11 20:45:56.913437,0.1075,0.0505
5015,26,Male,31120.17,Suburban,Banner,Finance,Social Media,4,2023-05-09 20:45:56.913437,0.0884,0.046
5016,44,Female,12727.94,Urban,Text,Technology,Search Engine,4,2023-12-22 20:45:56.913437,0.4573,0.0883
5017,23,Other,56160.61,Urban,Banner,Food,Website,3,2023-09-28 20:45:56.913437,0.396,0.0785
5018,44,Male,58657.59,Urban,Banner,Finance,Social Media,2,2023-08-10 20:45:56.913437,0.3109,0.0644
5019,37,Male,34133.21,Rural,Text,Finance,Social Media,2,2024-01-01 20:45:56.913437,0.09,0.0744
5020,62,Female,45214.81,Rural,Native,Technology,Website,4,2023-06-01 20:45:56.913437,0.0575,0.0625
5021,18,Female,58911.63,Urban,Video,Food,Search Engine,10,2023-08-30 20:45:56.913437,0.0875,0.0378
5024,32,Male,47692.16,Urban,Native,Fashion,Website,4,2023-07-28 20:45:56.913437,0.1257,0.0385
5025,52,Female,21400.46,Urban,Video,Fashion,Social Media,5,2023-05-26 20:45:56.913437,0.2585,0.0576
5026,37,Male,1386.91,Urban,Text,Fashion,Search Engine,7,2023-10-22 20:45:56.913437,0.2804,0.0535
5027,44,Female,40822.0,Suburban,Banner,Technology,Social Media,7,2023-05-16 20:45:56.913437,0.0477,0.0469
5028,34,Male,30465.94,Rural,Video,Technology,Social Media,3,2024-01-21 20:45:56.913437,0.2155,0.0663
5029,38,Male,26948.81,Urban,Text,Travel,Social Media,5,2023-05-03 20:45:56.913437,0.2376,0.0166
5031,63,Male,37545.46,Urban,Banner,Technology,Website,5,2024-04-19 20:45:56.913437,0.2181,0.0772
5032,42,Female,42119.41,Suburban,Video,Fashion,Website,6,2023-07-27 20:45:56.913437,0.2121,0.0507
5035,42,Female,66426.17,Suburban,Banner,Technology,Search Engine,8,2023-09-06 20:45:56.913437,0.128,0.0421
5036,33,Male,60247.58,Rural,Banner,Finance,Website,4,2023-11-23 20:45:56.913437,0.0714,0.0313
5037,30,Male,49804.65,Rural,Banner,Technology,Website,7,2023-06-20 20:45:56.913437,0.0464,0.0726
5038,56,Male,65055.94,Urban,Banner,Fashion,Social Media,6,2023-10-15 20:45:56.913437,0.204,0.0752
5039,26,Male,59456.96,Rural,Video,Health,Social Media,5,2023-08-14 20:45:56.913437,0.2479,0.0498
5040,22,Male,75713.15,Suburban,Video,Technology,Social Media,6,2023-10-04 20:45:56.913437,0.3793,0.0754
5041,45,Female,19634.94,Urban,Native,Health,Social Media,4,2024-02-08 20:45:56.913437,0.1898,0.0323
5042,44,Male,64693.96,Rural,Banner,Technology,Search Engine,2,2023-05-28 20:45:56.913437,0.2905,0.0593
5044,46,Male,35566.24,Suburban,Text,Technology,Social Media,6,2023-09-25 20:45:56.913437,0.3492,0.084
5045,64,Female,76583.5,Suburban,Video,Health,Search Engine,7,2023-10-27 20:45:56.913437,0.4063,0.076
5046,29,Female,72527.13,Urban,Text,Technology,Website,4,2023-05-27 20:45:56.913437,0.3272,0.0385
5047,25,Female,35031.91,Suburban,Text,Finance,Social Media,5,2023-05-30 20:45:56.913437,0.4476,0.0483
5048,24,Other,44726.3,Rural,Text,Health,Social Media,7,2024-01-14 20:45:56.913437,0.2491,0.0469
5049,47,Other,50434.73,Rural,Text,Health,Search Engine,3,2024-02-03 20:45:56.913437,0.2376,0.0525
5050,48,Female,31248.46,Urban,Text,Technology,Search Engine,2,2023-11-08 20:45:56.913437,0.028,0.059
5051,18,Female,35505.13,Suburban,Banner,Health,Search Engine,9,2023-11-21 20:45:56.913437,0.0246,0.0492
5052,52,Male,49169.95,Suburban,Text,Travel,Website,3,2023-09-13 20:45:56.913437,0.0807,0.0638
5053,54,Female,50985.25,Rural,Banner,Finance,Search Engine,4,2023-09-01 20:45:56.913437,0.053,0.0603
5054,39,Female,35081.28,Suburban,Text,Technology,Social Media,7,2023-09-18 20:45:56.913437,0.1769,0.0657
5056,46,Female,39691.21,Urban,Banner,Fashion,Search Engine,1,2024-01-16 20:45:56.913437,0.2722,0.0529
5058,46,Male,81609.68,Suburban,Banner,Travel,Website,5,2023-12-20 20:45:56.913437,0.2084,0.0744
5059,50,Female,66080.41,Suburban,Text,Fashion,Social Media,4,2023-06-07 20:45:56.913437,0.1513,0.0416
5060,49,Male,94904.21,Suburban,Native,Finance,Website,1,2023-07-05 20:45:56.913437,0.2163,0.0595
5062,24,Male,1932.62,Rural,Native,Health,Search Engine,7,2023-04-22 20:45:56.913437,0.1547,0.0466
5063,46,Female,44184.96,Suburban,Text,Food,Website,8,2023-05-28 20:45:56.913437,0.1984,0.0588
5064,33,Male,71241.02,Urban,Banner,Travel,Social Media,1,2023-10-26 20:45:56.913437,0.1878,0.0444
5066,28,Female,55264.67,Urban,Native,Health,Website,5,2023-05-08 20:45:56.913437,0.1623,0.0452
5067,34,Male,60475.2,Suburban,Native,Finance,Website,6,2023-05-31 20:45:56.913437,0.0872,0.0312
